55,Fairway,Fawy,3/21/2017 11:16,3/21/2017 11:16
59,Foreshore,Fshr,3/21/2017 11:16,3/21/2017 11:16
61,Freeway,Fwy,3/21/2017 11:16,3/21/2017 11:16
63,Frontage,Frtg,3/21/2017 11:16,3/21/2017 11:16
64,Gap,Gap,3/21/2017 11:16,3/21/2017 11:16
65,Garden,Gdn,3/21/2017 11:16,3/21/2017 11:16
66,Gate,Gte,3/21/2017 11:16,3/21/2017 11:16
67,Gardens,Gdns,3/21/2017 11:16,3/21/2017 11:16
68,Glen,Glen,3/21/2017 11:16,3/21/2017 11:16
69,Grange,Gra,3/21/2017 11:16,3/21/2017 11:16
70,Green,Grn,3/21/2017 11:16,3/21/2017 11:16
71,Ground,Grnd,3/21/2017 11:16,3/21/2017 11:16
72,Gully,Gly,3/21/2017 11:16,3/21/2017 11:16
73,Heights,Hts,3/21/2017 11:16,3/21/2017 11:16
74,Highroad,Hrd,3/21/2017 11:16,3/21/2017 11:16
75,Hill,Hill,3/21/2017 11:16,3/21/2017 11:16
78,Junction,Jnc,3/21/2017 11:16,3/21/2017 11:16
79,Key,Key,3/21/2017 11:16,3/21/2017 11:16
81,Laneway,Lnwy,3/21/2017 11:16,3/21/2017 11:16
82,Link,Link,3/21/2017 11:16,3/21/2017 11:16
83,Little,Lt,3/21/2017 11:16,3/21/2017 11:16
84,Lookout,Lkt,3/21/2017 11:16,3/21/2017 11:16
85,Loop,Loop,3/21/2017 11:16,3/21/2017 11:16
86,Lower,Lr,3/21/2017 11:16,3/21/2017 11:16
87,Mews,Mews,3/21/2017 11:16,3/21/2017 11:16
88,Motorway,Mwy,3/21/2017 11:16,3/21/2017 11:16
90,Nook,Nook,3/21/2017 11:16,3/21/2017 11:16
91,Outlook,Otlk,3/21/2017 11:16,3/21/2017 11:16
92,Park,Park,3/21/2017 11:16,3/21/2017 11:16
93,Parklands,Pkld,3/21/2017 11:16,3/21/2017 11:16
94,Pathway,Phwy,3/21/2017 11:16,3/21/2017 11:16
95,Plateau,Plat,3/21/2017 11:16,3/21/2017 11:16
96,Plaza,Plza,3/21/2017 11:16,3/21/2017 11:16
97,Pocket,Pkt,3/21/2017 11:16,3/21/2017 11:16
98,Point,Pnt,3/21/2017 11:16,3/21/2017 11:16
99,Port,Port,3/21/2017 11:16,3/21/2017 11:16
100,Promenade,Prom,3/21/2017 11:16,3/21/2017 11:16
101,Quad,Quad,3/21/2017 11:16,3/21/2017 11:16
102,Quadrangle,Qdgl,3/21/2017 11:16,3/21/2017 11:16
103,Quadrant,Qdrt,3/21/2017 11:16,3/21/2017 11:16
104,Quay,Qy,3/21/2017 11:16,3/21/2017 11:16
105,Quays,Qys,3/21/2017 11:16,3/21/2017 11:16
106,Ramble,Rmbl,3/21/2017 11:16,3/21/2017 11:16
107,Range,Rnge,3/21/2017 11:16,3/21/2017 11:16
108,Reach,Rch,3/21/2017 11:16,3/21/2017 11:16
110,Retreat,Rtt,3/21/2017 11:16,3/21/2017 11:16
111,Ridge,Rdge,3/21/2017 11:16,3/21/2017 11:16
112,Ridgeway,Rgwy,3/21/2017 11:16,3/21/2017 11:16
114,River,Rvr,3/21/2017 11:16,3/21/2017 11:16
115,Riverway,Rvwy,3/21/2017 11:16,3/21/2017 11:16
116,Riviera,Rvra,3/21/2017 11:16,3/21/2017 11:16
117,Ridge,Rdge,3/21/2017 11:16,3/21/2017 11:16
118,Roads,Rds,3/21/2017 11:16,3/21/2017 11:16
119,Roadside,Rdsd,3/21/2017 11:16,3/21/2017 11:16
120,Roadway,Rdwy,3/21/2017 11:16,3/21/2017 11:16
121,Ronde,Rnde,3/21/2017 11:16,3/21/2017 11:16
122,Rosebowl,Rsbl,3/21/2017 11:16,3/21/2017 11:16
123,Rotary,Rty,3/21/2017 11:16,3/21/2017 11:16
124,Round,Rnd,3/21/2017 11:16,3/21/2017 11:16
125,Route,Rte,3/21/2017 11:16,3/21/2017 11:16
126,Run,Run,3/21/2017 11:16,3/21/2017 11:16
127,Service Way,Swy,3/21/2017 11:16,3/21/2017 11:16
128,Siding,Sdng,3/21/2017 11:16,3/21/2017 11:16
129,Slope,Slpe,3/21/2017 11:16,3/21/2017 11:16
130,Sound,Snd,3/21/2017 11:16,3/21/2017 11:16
131,Square,Sq,3/21/2017 11:16,3/21/2017 11:16
133,Strand,Stra,3/21/2017 11:16,3/21/2017 11:16
134,Strip,Strp,3/21/2017 11:16,3/21/2017 11:16
135,Subway,Sbwy,3/21/2017 11:16,3/21/2017 11:16
136,Thoroughfare,Thor,3/21/2017 11:16,3/21/2017 11:16
137,Tollway,Tlwy,3/21/2017 11:16,3/21/2017 11:16
138,Towers,Twrs,3/21/2017 11:16,3/21/2017 11:16
139,Track,Trk,3/21/2017 11:16,3/21/2017 11:16
140,Trail,Trl,3/21/2017 11:16,3/21/2017 11:16
141,Trailer,Trlr,3/21/2017 11:16,3/21/2017 11:16
142,Triangle,Tri,3/21/2017 11:16,3/21/2017 11:16
143,Trunkway,Tkwy,3/21/2017 11:16,3/21/2017 11:16
144,Turn,Turn,3/21/2017 11:16,3/21/2017 11:16
145,Underpass,Upas,3/21/2017 11:16,3/21/2017 11:16
146,Vale,Vale,3/21/2017 11:16,3/21/2017 11:16
147,Viaduct,Vdct,3/21/2017 11:16,3/21/2017 11:16
148,Villas,Vlls,3/21/2017 11:16,3/21/2017 11:16
149,Vista,Vsta,3/21/2017 11:16,3/21/2017 11:16
150,Walk,Walk,3/21/2017 11:16,3/21/2017 11:16
151,Walkway,Wkwy,3/21/2017 11:16,3/21/2017 11:16
152,Wharf,Whrf,3/21/2017 11:16,3/21/2017 11:16
153,Wynd,Wynd,3/21/2017 11:16,3/21/2017 11:16
154,Yard,Yard,3/21/2017 11:16,3/21/2017 11:16
